businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse,response
YOUNG'S RESTAURANT,1313271,1356070,Restaurant,Risk 1 (High),26/11/2012,Canvass,0,2,16/06/2012,15/06/2014,3949 N ASHLAND AVE,CHICAGO,IL,60613,47,w_47_p_44,19,Retail Food Establishment,"(41.953872905109016, -87.66888933788545)",5.285045662,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,44.82967703,22.44408737,8.201466334,33.73939606,1,0
LUCKY GRILL INC,604438,23619,Restaurant,Risk 1 (High),27/09/2011,Canvass,0,0.723287671,16/12/2009,15/12/2011,4454 N MILWAUKEE AVE,CHICAGO,IL,60630,45,w_45_p_40,16,Retail Food Establishment,"(41.961995374199766, -87.75583462185483)",4.613584475,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,13.56703355,9.244004812,34.71496358,7.908388648,0,0
DINOS FOODS CORP.,1146375,1893302,Restaurant,Risk 1 (High),25/04/2013,Canvass,0,0.542465753,16/06/2011,15/06/2013,4135 S ARCHER AVE 1,CHICAGO,IL,60632,14,w_14_p_8,9,Retail Food Establishment,"(41.818246211624995, -87.69723578427927)",5.082191781,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,42.88223938,15.12877835,33.02725653,3.429702537,0,1
MATHER'S MORE THAN A CAFE,670755,1800577,Restaurant,Risk 1 (High),24/02/2012,Canvass,0,0.698630137,16/09/2011,15/09/2013,7134 W HIGGINS AVE 1ST,CHICAGO,IL,60656,41,w_41_p_3,16,Retail Food Establishment,"(41.98100034161097, -87.8059054660053)",4.295890411,0,0,1,0,0,0,0,0,0,0,2,2,2,breakfast,0.210180478,1.955362968,2.416790639,7.036557224,0,0
HAPPY'S PIZZA CHICAGO #3,1285542,2014183,Restaurant,Risk 1 (High),26/09/2012,Canvass,0,1.463013699,27/01/2011,15/01/2013,8710 S HALSTED ST 1,CHICAGO,IL,60620,21,w_21_p_28,22,Retail Food Establishment,"(41.735505299216186, -87.64374906595162)",1.665639269,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,7.776883352,31.14133068,18.73663995,15.43351014,1,0
STARBUCKS COFFEE #213,670462,23021,Other,Risk 1 (High),15/02/2012,Canvass,0,0.934246575,16/04/2011,15/04/2013,111 W WASHINGTON ST 1ST,CHICAGO,IL,60602,42,w_42_p_9,1,Retail Food Establishment,"(41.88310096249641, -87.63126322078455)",4.756278539,0,0,1,0,0,0,0,0,0,0,1,1,1,breakfast,29.11781616,44.03124999,3.10E-05,4.57482449,0,1
EUREST DINING SERVICES AT CAFE 300,1134294,1948511,Restaurant,Risk 1 (High),04/06/2012,Canvass,0,0.682191781,16/04/2012,15/04/2014,300 N LA SALLE ST 1,CHICAGO,IL,60654,42,w_42_p_9,18,Retail Food Establishment,"(41.887528639656935, -87.63264683652446)",2.947945205,0,0,0,0,0,0,0,0,1,0,1,1,1,cater,26.00709982,11.76810262,1.663913117,5.927107686,1,0
AVANTI CAFFE,1292321,2042566,Restaurant,Risk 1 (High),07/02/2013,Canvass,0,0.421917808,16/07/2012,15/07/2014,200 W JACKSON BLVD 1 120,CHICAGO,IL,60606,2,w_2_p_49,1,Retail Food Establishment,"(41.878227703089095, -87.63380478677512)",2.572716895,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,12.65248797,19.39711514,1.84E-05,15.85780404,0,0
Pret a Manger,1345428,2138418,Restaurant,Risk 1 (High),06/08/2013,Canvass,0,1.016438356,16/09/2012,15/09/2014,225 N MICHIGAN AVE 1ST,CHICAGO,IL,60601,42,w_42_p_,NA,Retail Food Establishment,"(41.88637740620821, -87.62438167043969)",1.413584475,0,0,0,0,0,0,0,0,0,0,2,1,2,unknown,13.49860173,18.64340498,0.00065369,14.14640921,1,1
HALSTED STREET DELI,567630,2064453,Restaurant,Risk 1 (High),11/10/2011,Canvass,0,0.876712329,02/12/2010,15/12/2012,222 N LA SALLE ST 1,CHICAGO,IL,60601,42,w_42_p_9,1,Retail Food Establishment,"(41.886351604488574, -87.63261394551859)",0.857420091,0,0,0,0,0,0,0,0,0,0,4,2,1,grocery,15.91779936,10.89847184,6.07872748,9.906200227,0,0
CANTONESIA RESTAURANT,1096443,1474248,Restaurant,Risk 1 (High),14/08/2012,Canvass,0,1.860273973,16/06/2012,15/06/2014,204 W CERMAK RD,CHICAGO,IL,60616,25,w_25_p_16,9,Retail Food Establishment,"(41.852957552572285, -87.63230521692324)",5,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,7.922267318,22.46729866,21.15398092,7.932686576,1,0
DUNKIN DONUTS,1166277,2009262,Restaurant,Risk 2 (Medium),17/04/2013,Canvass,0,0.77260274,16/09/2012,15/09/2014,4359 N PULASKI RD 1,CHICAGO,IL,60641,39,w_39_p_28,17,Retail Food Establishment,"(41.960882513674356, -87.7276792419795)",3.282077626,0,0,0,0,0,0,0,0,0,0,5,5,5,breakfast,17.64342589,45.33144959,18.11376684,34.12057244,0,0
LA COPACABANA,1151453,1679565,Grocery Store,Risk 1 (High),18/07/2013,Canvass,1,1.846575342,16/12/2011,15/12/2013,2732 W CERMAK RD,CHICAGO,IL,60608,28,w_28_p_38,10,Retail Food Establishment,"(41.85202653380971, -87.69427307952772)",6.421803653,0,1,0,0,0,0,0,0,0,0,1,1,1,unknown,6.918295915,30.32296006,35.75756029,40.55393546,1,0
"NANCY,S RAINBOW & DONUTS",521739,1195640,Restaurant,Risk 3 (Low),13/09/2011,Canvass,0,2,16/09/2009,15/09/2011,3204 W LAWRENCE AVE,CHICAGO,IL,60625,39,w_39_p_22,17,Retail Food Establishment,"(41.96855734291342, -87.70870560337353)",3.827283105,0,1,0,0,0,0,0,0,0,0,1,1,1,breakfast,32.92984406,23.55920664,29.49252266,16.45971215,0,0
WEST LAWN FOODS,1227296,1591726,Grocery Store,Risk 1 (High),18/05/2012,Canvass,0,0.501369863,16/10/2011,15/10/2013,5838 S PULASKI RD,CHICAGO,IL,60629,13,w_13_p_21,8,Retail Food Establishment,"(41.786608409502335, -87.72313002889523)",4.50673516,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,29.72637311,11.88351774,19.59771589,27.3473938,1,0
SIAM TREASURE RESTAURANT,604603,64774,Restaurant,Risk 1 (High),31/01/2012,Canvass,0,0.783561644,16/08/2010,15/08/2012,7152 N HARLEM AVE 1ST,CHICAGO,IL,60631,41,w_41_p_56,16,Retail Food Establishment,"(42.01148252870015, -87.80678810992323)",4.463127854,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,8.45791693,0.462016083,6.010106037,8.39E-08,0,0
AMERICAN RESTAURANT,634541,1544312,Restaurant,Risk 2 (Medium),12/09/2011,Canvass,0,1.093150685,16/09/2010,15/09/2012,3005 W MADISON ST,CHICAGO,IL,60612,28,w_28_p_50,11,Retail Food Establishment,"(41.880914635616875, -87.70143860198863)",3.824543379,0,1,1,0,0,0,0,0,0,0,1,1,1,dinner,36.07202697,45.65233896,53.68869731,26.40330987,0,0
CHIPOTLE MEXICAN GRILL,1322348,2109272,Restaurant,Risk 1 (High),30/01/2013,Canvass,0,0.515068493,05/12/2011,15/05/2013,2809 N ASHLAND AVE 1ST,CHICAGO,IL,60657,32,w_32_p_10,19,Retail Food Establishment,"(41.93270303163393, -87.66825941420389)",1.156164384,1,0,0,0,0,0,0,0,0,0,5,5,5,dinner,20.49230296,23.82778032,19.07334595,95.94344417,0,0
Lou Malnati's Pizzeria,1084376,1442277,Restaurant,Risk 1 (High),05/02/2013,Canvass,0,0.797260274,16/02/2012,15/02/2014,3859 W OGDEN AVE,CHICAGO,IL,60623,24,w_24_p_26,10,Retail Food Establishment,"(41.85186555681628, -87.7220243874229)",5.975342466,0,0,0,0,0,0,0,0,0,0,2,2,2,italian,15.7073531,20.56781634,40.95937363,15.89796364,1,1
TERESA RESTAURANT /BANQUET HALL,1271389,1838,Restaurant,Risk 1 (High),09/10/2012,Canvass,0,1.167123288,16/12/2011,15/12/2013,4745-4751 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60630,45,w_45_p_18,16,Retail Food Establishment,"(41.96675180325941, -87.75960720805608)",5.649200913,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,7.655873125,2.542075364,12.73647546,15.33768031,0,0
SACCOBRUNO,1234711,2054239,Restaurant,Risk 1 (High),17/08/2012,Canvass,0,0.654794521,14/04/2011,15/04/2013,2149-2151 W ARMITAGE AVE 1,CHICAGO,IL,60647,32,w_32_p_4,14,Retail Food Establishment,"(41.917558374945074, -87.68201766960635)",1.345205479,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,40.56229916,28.27136717,7.917431919,41.61234232,0,0
Krispy Krunchy Chicken,1150775,2088881,Restaurant,Risk 2 (Medium),24/09/2012,Canvass,0,1.449315068,19/04/2011,15/05/2013,6659 S WENTWORTH AVE STORE FRONT -,CHICAGO,IL,60621,6,w_6_p_,NA,Retail Food Establishment,"(41.77280931811419, -87.62981978726347)",1.435616438,0,0,0,0,0,0,0,0,0,0,2,2,1,dinner,21.46910092,14.44507617,4.745977001,6.437068055,1,1
DMK BURGER BAR,1198482,1943629,Restaurant,Risk 1 (High),05/10/2012,Canvass,0,1.997260274,16/02/2011,15/02/2013,2954 N SHEFFIELD AVE 1ST,CHICAGO,IL,60657,44,w_44_p_27,19,Retail Food Establishment,"(41.936096824618446, -87.6541247506545)",2.923173516,1,0,0,0,0,0,0,0,0,0,1,1,1,bar,62.74265396,31.14840091,19.36857332,115.4727244,1,1
TONY'S ITALIAN DELI,1321904,429,Grocery Store,Risk 1 (High),15/02/2013,Canvass,0,1.208219178,16/08/2012,15/08/2014,6708 N NORTHWEST HWY  1,CHICAGO,IL,60631,41,w_41_p_5,16,Retail Food Establishment,"(42.00289469259332, -87.81656422345733)",5.50696347,0,0,1,0,0,0,0,0,0,0,1,1,1,grocery,1.505349563,9.873707038,15.51503489,1.689193624,0,1
Subway Sandwiches and Salads,1214315,2013762,Restaurant,Risk 2 (Medium),24/04/2012,Canvass,0,0.936986301,16/04/2011,15/04/2013,1513 W FULLERTON AVE 1,CHICAGO,IL,60614,32,w_32_p_37,18,Retail Food Establishment,"(41.92506665893317, -87.66633415361996)",2.262899543,0,0,0,0,0,0,0,0,0,0,1,1,1,sandwich,16.98664063,30.07649229,17.79090917,99.96505685,0,1
NICKS PIT STOP # 2,1098864,2069161,Restaurant,Risk 1 (High),07/03/2013,Canvass,0,0.863013699,16/01/2013,15/01/2015,3652 W LAWRENCE AVE 1ST,CHICAGO,IL,60625,39,w_39_p_12,17,Retail Food Establishment,"(41.968435554702644, -87.72040253869211)",2.153424658,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,29.55831905,138.4383073,19.25021191,94.25680178,0,0
ROSEBUD CAFE,1324299,25693,Restaurant,Risk 1 (High),01/02/2013,Canvass,0,1.035616438,16/05/2012,15/05/2014,1500 W TAYLOR ST 1ST,CHICAGO,IL,60607,2,w_2_p_29,12,Retail Food Establishment,"(41.86940905403705, -87.66419709016535)",5.7206621,1,0,1,0,0,0,0,0,0,0,1,1,1,breakfast,9.887995806,6.319244736,16.10103448,37.99002648,0,0
LINCOLN PARK MARKET INC,1198855,32030,Grocery Store,Risk 1 (High),13/05/2013,Canvass,0,0.895890411,16/04/2013,15/04/2015,2500 N CLARK ST 1ST,CHICAGO,IL,60614,43,w_43_p_34,19,Retail Food Establishment,"(41.92780510209334, -87.64196306007628)",5.997260274,0,1,0,1,0,0,0,0,0,0,1,1,1,grocery,11.68471312,44.43959691,15.32693041,72.61431356,1,0
PINEDAS TACOS,1271426,2133574,Restaurant,Risk 1 (High),06/11/2012,Canvass,0,0.863013699,29/12/2011,15/01/2014,4929 W IRVING PARK RD 1ST,CHICAGO,IL,60641,45,w_45_p_28,16,Retail Food Establishment,"(41.953263831201625, -87.7510919961523)",0.857534247,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,20.48271139,16.34005085,5.514490497,49.10342193,0,0
JAVA  THAI,1166267,46226,Restaurant,Risk 1 (High),05/04/2013,Canvass,0,0.906849315,16/08/2011,15/08/2013,4272 W IRVING PARK RD,CHICAGO,IL,60641,38,w_38_p_5,17,Retail Food Establishment,"(41.95367057491737, -87.73536636680396)",5.64109589,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,2.543409269,20.98788608,13.60531999,22.18434973,0,0
PIZZERIA DA NELLA,1229835,1473886,Restaurant,Risk 1 (High),26/06/2012,Canvass,0,1.698630137,16/04/2011,15/04/2013,1443-1445 W FULLERTON AVE,CHICAGO,IL,60614,32,w_32_p_37,18,Retail Food Establishment,"(41.925083972361364, -87.66504399327398)",5.117808219,1,0,0,0,1,0,0,0,0,0,1,1,1,italian,52.25767527,32.56816442,14.3177735,79.48559307,0,1
Dunkin Donuts Baskin Robbins,1326915,1475713,Restaurant,Risk 2 (Medium),11/04/2013,Canvass,0,2,16/12/2011,15/12/2013,1651 W ROOSEVELT RD,CHICAGO,IL,60608,2,w_2_p_42,12,Retail Food Establishment,"(41.866749382827074, -87.66846405285052)",6.153310502,0,0,0,0,0,0,0,0,0,0,1,1,1,dessert,3.660281427,0.175428341,0.6924432,12.01172685,0,0
DOMINOS PIZZA,670279,1221168,Restaurant,Risk 2 (Medium),06/02/2012,Canvass,0,2,16/10/2010,15/10/2012,2455 W FULLERTON AVE,CHICAGO,IL,60647,1,w_1_p_9,14,Retail Food Establishment,"(41.92476861962253, -87.68987135761421)",4.22739726,0,0,0,0,0,0,0,0,0,0,2,2,2,italian,9.890274213,31.43964517,30.03085499,69.76027117,0,1
VERMILION,569829,1123288,Restaurant,Risk 1 (High),28/02/2012,Canvass,0,0.912328767,16/02/2012,15/02/2014,10 W HUBBARD ST,CHICAGO,IL,60610,42,w_42_p_55,18,Retail Food Establishment,"(41.89016858549094, -87.62839433601951)",5.035616438,1,0,0,0,0,1,0,0,0,0,1,1,1,unknown,5.873488067,13.07177808,1.221158693,17.48273159,0,1
Lake Shore Groceries,1138668,1043583,Grocery Store,Risk 1 (High),05/12/2012,Canvass,0,1.194520548,16/03/2011,15/03/2013,900 N LAKE SHORE DR,CHICAGO,IL,60611,42,w_42_p_5,18,Retail Food Establishment,"(41.899280990919685, -87.61889451230181)",5.561757991,0,1,0,1,0,0,0,0,0,0,1,1,1,mart,2.795267234,0.675957273,0.015223078,0.207923559,0,0
LARAMIE BAKERY & DELI,1194286,11587,Grocery Store,Risk 1 (High),16/05/2012,Canvass,0,1.24109589,16/08/2011,15/08/2013,3012-3014 N LARAMIE AVE 1ST,CHICAGO,IL,60641,31,w_31_p_45,25,Retail Food Establishment,"(41.93544657128771, -87.75671871371809)",4.753424658,0,1,0,1,0,0,0,0,0,0,2,2,2,grocery,24.27194906,35.68802056,30.09511158,24.0939826,1,1
Taco Burrito King,1227550,2059673,Restaurant,Risk 1 (High),06/09/2012,Canvass,0,0.997260274,05/10/2010,15/10/2012,5601 S HARLEM AVE 1ST,CHICAGO,IL,60638,23,w_23_p_1,8,Retail Food Establishment,"(41.790043968551885, -87.80130039473886)",1.923287671,0,0,0,0,0,0,0,0,0,0,2,2,2,dinner,0.394583002,5.945037139,2.026443726,8.339589958,0,0
SUBWAY,1154812,1804587,Restaurant,Risk 1 (High),16/01/2013,Canvass,0,0.632876712,16/09/2011,15/09/2013,240 E 103RD ST 1ST 1,CHICAGO,IL,60628,9,w_9_p_14,5,Retail Food Establishment,"(41.70737367442835, -87.6170303922)",5.69326484,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,17.98293896,36.68878214,24.13567638,1.604294841,0,0
DOMINO'S PIZZA,680156,37506,Restaurant,Risk 1 (High),20/03/2012,Canvass,0,0.323287671,16/06/2010,15/06/2012,1453 E HYDE PARK BLVD 1ST,CHICAGO,IL,60615,4,w_4_p_47,2,Retail Food Establishment,"(41.80233814333551, -87.58967573279067)",4.597260274,0,0,0,0,0,0,0,0,0,0,5,5,5,italian,6.716701931,1.54250628,3.359978561,4.084669865,0,0
BACCI-OLDTOWN,1134597,1959169,Restaurant,Risk 1 (High),26/09/2012,Canvass,0,1.150684932,16/02/2012,15/02/2014,163 W NORTH AVE 1ST,CHICAGO,IL,60610,43,w_43_p_54,18,Retail Food Establishment,"(41.91105193424884, -87.63419399660445)",3.42739726,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,53.78150175,19.91100438,16.33574676,56.10213459,0,1
Cafe Nordstrom,1138582,1021790,Restaurant,Risk 1 (High),02/11/2012,Canvass,0,1.035616438,16/03/2011,15/03/2013,55 E GRAND AVE,CHICAGO,IL,60611,42,w_42_p_22,18,Retail Food Establishment,"(41.891590741083505, -87.62586713724458)",5.471232877,1,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,18.52336479,13.84775432,1.299825597,8.959870795,0,0
BURGER KING #7112,1234697,1473504,Restaurant,Risk 2 (Medium),17/08/2012,Canvass,0,1.175342466,16/09/2011,15/09/2013,2701 N WESTERN AVE,CHICAGO,IL,60647,1,w_1_p_39,14,Retail Food Establishment,"(41.93044608692497, -87.68769718425692)",4.756050228,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,15.16045331,18.38260061,9.018733503,20.90997349,1,0
EDGEWATER PRODUCE,1235818,16765,Grocery Store,Risk 1 (High),06/06/2013,Canvass,0,1.073972603,16/07/2011,15/07/2013,5509 N CLARK ST  1ST,CHICAGO,IL,60640,48,w_48_p_7,20,Retail Food Establishment,"(41.98197137699897, -87.6683210322541)",5.810958904,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,8.619822584,10.1681984,20.00097279,11.45290021,0,1
LA MARQUESA,659865,2079298,Restaurant,Risk 1 (High),04/01/2012,Canvass,0,0.863013699,28/02/2011,15/03/2013,2322 N CICERO AVE 1ST,CHICAGO,IL,60639,31,w_31_p_21,25,Retail Food Establishment,"(41.92310285562109, -87.74641732066215)",0.849315068,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,31.33411727,18.43389112,23.58529149,4.57416194,1,0
SUBWAY SANDWICH,1300364,1884292,Restaurant,Risk 1 (High),07/11/2012,Canvass,0,0.745205479,16/01/2012,15/01/2014,11601 W TOUHY AVE TERMINAL 3 3,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",4.77260274,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,1.06E-41,1.67E-199,1.65E-238,2.59E-304,0,0
CATERING BY MAX,1229669,2125525,Other,Risk 1 (High),15/06/2012,Canvass,0,0.487671233,12/01/2012,15/01/2014,5754 N WESTERN AVE 1ST,CHICAGO,IL,60659,40,w_40_p_25,20,Retail Food Establishment,"(41.98660480263769, -87.68968911677794)",0.424543379,0,0,0,0,0,0,0,0,1,0,1,1,1,cater,12.92479943,20.55201862,3.187976938,5.934131489,0,0
7-ELEVEN,1138783,1933682,Restaurant,Risk 2 (Medium),24/01/2013,Canvass,0,1.438356164,16/05/2012,15/05/2014,714 N CLARK ST 1ST,CHICAGO,IL,60654,42,w_42_p_57,18,Retail Food Establishment,"(41.895375850474665, -87.63136270867454)",4.112328767,0,1,0,1,0,0,0,0,0,0,5,5,5,mart,24.56055469,42.09960573,0.019316147,39.20615542,1,0
CHILI'S GRILL & BAR,1138645,1845166,Restaurant,Risk 1 (High),26/11/2012,Canvass,0,1.02739726,16/03/2011,15/03/2013,2 E ONTARIO ST 1,CHICAGO,IL,60611,42,w_42_p_22,18,Retail Food Establishment,"(41.89338314403168, -87.62805370484159)",5.09326484,1,0,0,0,0,0,0,0,0,0,2,2,2,bar,19.45746563,28.46358831,3.541239367,19.23576113,1,0
RESTAURANT LA ESPERANZA,598535,2043590,Restaurant,Risk 1 (High),20/12/2011,Canvass,0,0.805479452,13/10/2010,15/08/2012,1864 S BLUE ISLAND AVE 1ST,CHICAGO,IL,60608,25,w_25_p_24,12,Retail Food Establishment,"(41.85630665110073, -87.66265894498154)",1.186415525,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,21.6959249,24.3295533,25.10916609,12.0293171,0,0
CASA CAFE,1174543,2032864,Restaurant,Risk 1 (High),28/03/2013,Canvass,0,0.498630137,16/06/2012,15/06/2014,2025 S WESTERN AVE 1,CHICAGO,IL,60608,25,w_25_p_8,12,Retail Food Establishment,"(41.85392356205821, -87.68554179721714)",2.747945205,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,12.37903168,4.988071205,30.91578429,4.524979989,0,0
OAK MILL BAKERY,509430,80212,Restaurant,Risk 2 (Medium),18/11/2011,Canvass,0,1.380821918,16/01/2010,15/01/2012,5747 S HARLEM AVE 1ST,CHICAGO,IL,60638,23,w_23_p_55,8,Retail Food Establishment,"(41.786930754332765, -87.8011658971978)",4.756164384,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,1.450426058,5.511217547,0.694657445,3.715239228,0,0
LACASA DEL PUEBLO TAQUERIA,1336107,29348,Restaurant,Risk 1 (High),14/06/2013,Canvass,0,0.698630137,16/12/2011,15/12/2013,1834 S BLUE ISLAND AVE,CHICAGO,IL,60608,25,w_25_p_24,12,Retail Food Establishment,"(41.85694295282755, -87.6621199800282)",6.328652968,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,12.7641868,29.6468392,32.87829764,10.58882085,0,0
SEDGWICK'S,679408,30486,Restaurant,Risk 1 (High),02/04/2012,Canvass,0,2,16/04/2011,15/04/2013,1935 N SEDGWICK ST  CHICA,CHICAGO,IL,60614,43,w_43_p_24,18,Retail Food Establishment,"(41.91755928707187, -87.63864526243658)",4.884931507,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,23.95884183,8.836223549,11.75992691,63.93481371,0,1
PEPE'S MEXICAN RESTAURANT,1326926,43079,Restaurant,Risk 1 (High),12/04/2013,Canvass,0,0.816438356,16/10/2011,15/10/2013,3231  -03237 W 63RD ST 1ST,CHICAGO,IL,60629,15,w_15_p_1,8,Retail Food Establishment,"(41.77884293773486, -87.70438273776571)",5.408105023,1,0,0,0,0,0,0,0,0,0,5,4,3,dinner,46.04906349,9.704930323,35.29028877,4.727684637,0,0
BENNY'S PIZZA,598362,1816692,Restaurant,Risk 1 (High),12/09/2011,Canvass,0,1.126027397,16/12/2009,15/12/2011,1244 W 18TH ST 1ST,CHICAGO,IL,60608,25,w_25_p_24,12,Retail Food Establishment,"(41.85803142125194, -87.6582243375243)",4.408219178,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,13.01779539,15.25469467,29.10838742,9.587765248,1,0
TACO PLACE & STEAKHOUSE,521923,2054872,Restaurant,Risk 1 (High),07/12/2011,Canvass,0,1.115068493,29/10/2010,15/09/2012,2114 W LAWRENCE AVE 1ST,CHICAGO,IL,60625,47,w_47_p_38,20,Retail Food Establishment,"(41.968819723568394, -87.6822915036914)",1.10696347,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,13.36511934,19.15786573,9.22404006,40.7505213,0,1
NOTTOLI ITALIAN FOODS,1360206,3732,Grocery Store,Risk 1 (High),12/08/2013,Canvass,0,0.824657534,16/09/2011,15/09/2013,5025 N HARLEM AVE,CHICAGO,IL,60656,41,w_41_p_12,16,Retail Food Establishment,"(41.972623524936935, -87.8069308429968)",5.742351598,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,2.726511862,3.858167978,12.25585184,6.984298612,0,0
MIDORI JAPANESE RESTAURANT,659538,13058,Restaurant,Risk 1 (High),01/12/2011,Canvass,1,0.038356164,16/02/2011,15/02/2013,3310 W BRYN MAWR AVE 1ST,CHICAGO,IL,60659,39,w_39_p_16,17,Retail Food Establishment,"(41.98314232407871, -87.71178764492834)",4.791780822,1,0,0,0,0,0,0,0,0,0,1,1,1,asian,36.05940897,32.92875663,19.75120514,44.98412475,0,0
YUMMY'S GRILL,1277421,1696435,Restaurant,Risk 1 (High),15/10/2012,Canvass,0,2,16/01/2011,15/01/2013,5609 W BLOOMINGDALE AVE,CHICAGO,IL,60639,29,w_29_p_49,25,Retail Food Establishment,"(41.91255359190708, -87.76602024678797)",5.665639269,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,16.3700945,19.86842658,29.68717643,5.05719931,0,0
BOSTON'S BAR B-Q,1146434,39382,Restaurant,Risk 1 (High),19/06/2013,Canvass,0,0.306849315,16/11/2012,15/11/2014,2932 W CHICAGO AVE,CHICAGO,IL,60622,26,w_26_p_21,12,Retail Food Establishment,"(41.895737622311074, -87.70000570437232)",5.594406393,0,0,0,0,0,0,0,0,0,0,1,1,1,bar,16.60692311,23.2460542,22.67535694,16.90783032,0,1
PIZZERIA DUE,1138419,1331225,Restaurant,Risk 1 (High),26/07/2012,Canvass,0,0.961643836,16/03/2011,15/03/2013,619 N WABASH AVE,CHICAGO,IL,60611,42,w_42_p_22,18,Retail Food Establishment,"(41.8931849885056, -87.62661002969385)",5.2,1,0,0,0,1,0,0,1,0,0,1,1,1,italian,34.7776473,15.38514807,0.373699899,6.604175632,0,1
THE ELEPHANT THAI CUISINE,1321817,1478070,Restaurant,Risk 1 (High),11/02/2013,Canvass,0,0.526027397,16/11/2012,15/11/2014,5348 W DEVON AVE,CHICAGO,IL,60646,45,w_45_p_5,16,Retail Food Establishment,"(41.99744520196819, -87.76263996218715)",5.243835616,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,13.33945515,16.3072689,25.1952577,1.795746906,0,0
TACO BURRITO KING,1114698,2103985,Restaurant,Risk 1 (High),27/02/2013,Canvass,0,0.673972603,15/07/2011,15/08/2013,405 S WELLS ST 1ST,CHICAGO,IL,60607,2,w_2_p_49,1,Retail Food Establishment,"(41.876697903610385, -87.63354313948199)",1.624771689,0,0,0,0,0,0,0,0,0,0,5,5,4,dinner,19.85110865,26.3480518,0.000187361,17.45223454,0,0
RESTAURANT EL ASADOR II,1343358,2037179,Restaurant,Risk 1 (High),02/07/2013,Canvass,0,1.375342466,16/06/2012,15/06/2014,4014 W 26TH ST 1ST,CHICAGO,IL,60623,22,w_22_p_17,10,Retail Food Establishment,"(41.84435644599689, -87.72520458577316)",3.021917808,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,31.62696332,15.44143161,45.37392189,11.21989797,1,0
SAMMY'S RED HOTS,1134461,1767685,Restaurant,Risk 1 (High),07/08/2012,Canvass,0,1.2,16/02/2012,15/02/2014,238 W DIVISION ST 1,CHICAGO,IL,60610,43,w_43_p_30,18,Retail Food Establishment,"(41.90393760463335, -87.63621470016516)",5.536872146,0,1,1,0,0,0,0,0,0,0,1,1,1,dinner,15.52715277,15.32026593,2.495680335,26.15441155,0,1
LA BRUQUENA RESTAURANT & LOUNGE,634751,1492868,Restaurant,Risk 1 (High),28/09/2011,Canvass,0,1.01369863,16/11/2010,15/11/2012,2726 W DIVISION ST,CHICAGO,IL,60622,26,w_26_p_31,14,Retail Food Establishment,"(41.903046386818346, -87.695535129416)",3.868378995,1,0,0,0,0,0,0,0,0,0,1,1,1,bar,18.9594996,23.72969902,12.73117089,21.45861666,0,0
THE SKY - LINE CLUB,1138694,30270,Restaurant,Risk 1 (High),14/12/2012,Canvass,0,1.161643836,16/09/2012,15/09/2014,307 N MICHIGAN AVE  2400,CHICAGO,IL,60601,42,w_42_p_44,1,Retail Food Establishment,"(41.88700442325107, -87.62439465711454)",5.082191781,0,0,0,0,0,0,0,0,0,0,1,1,1,bar,8.300745513,20.67690061,0.000158915,13.58738679,0,0
